source,source_txn_id,order_id,customer_id,merchant_id,amount,timestamp,payment_method,transaction_type,status
BANK,UTR_6fa17735-b572-43d0-8b5c-ea6a41357e8c,ORD_34,CUS_61,MER_85,9469.02,2026-09-05 00:35:22.060235,CARD,TRANSFER,CREDIT
BANK,UTR_ce777f00-ecf2-4e76-8519-7ff4006ed6e3,ORD_35,CUS_78,MER_68,4237.15,2026-08-18 04:40:27.105724,CARD,DEPOSIT,CREDIT
BANK,UTR_f0b5156b-b82c-4074-afd5-dea589d7fd6c,ORD_36,CUS_94,MER_97,6901.78,2026-08-23 09:09:55.316260,NET_BANKING,WITHDRAWAL,CREDIT
BANK,UTR_3270e4fa-abae-4f43-bcae-8081bdf070aa,ORD_37,CUS_84,MER_86,3740.47,2026-08-31 17:12:02.889744,WALLET,PAYMENT,CREDIT
BANK,UTR_f2e9702d-11e9-4daa-ae69-81a35d3d9e56,ORD_38,CUS_29,MER_32,649.62,2026-08-26 09:33:49.198128,UPI,DEPOSIT,CREDIT
BANK,UTR_9f871ce7-5487-4d4f-abb7-a385aa0b7b14,ORD_39,CUS_30,MER_71,5888.52,2026-09-01 16:29:30.285605,UPI,PAYMENT,CREDIT
BANK,UTR_1fe771d6-d917-4793-a9d3-c2e6505cc686,ORD_40,CUS_81,MER_91,598.15,2026-08-24 03:37:22.760505,UPI,PAYMENT,CREDIT
BANK,UTR_81d2c7de-4ce1-4b90-a669-7833b841d0a0,ORD_41,CUS_10,MER_43,5146.42,2026-08-27 22:40:16.199469,NET_BANKING,WITHDRAWAL,CREDIT
BANK,UTR_5380b904-688c-4015-aab9-7e494f2d4796,ORD_42,CUS_70,MER_28,1331.8,2026-08-08 05:04:22.802435,WALLET,REFUND,CREDIT
BANK,UTR_8dedf9fb-4bb0-4f20-b27c-40266703b636,ORD_43,CUS_53,MER_61,1862.2,2026-08-13 16:19:58.330489,UPI,WITHDRAWAL,CREDIT
BANK,UTR_aa38d0a1-6ba2-4efe-b11c-6eb62095eef6,ORD_44,CUS_55,MER_46,4116.91,2026-08-15 12:19:19.601657,UPI,PAYMENT,CREDIT
BANK,UTR_bf85bf0e-ad64-456c-a10f-aa3ff0bbac67,ORD_45,CUS_52,MER_8,7284.85,2026-08-09 05:08:46.804186,UPI,REFUND,CREDIT
BANK,UTR_91b0e1d9-9d92-42af-ac8d-0e44e71e43a6,ORD_46,CUS_25,MER_25,5367.49,2026-08-13 19:58:19.977448,CARD,WITHDRAWAL,CREDIT
BANK,UTR_d56f0350-8c45-4ce2-a7f4-8ad54d0b0d1a,ORD_47,CUS_36,MER_24,4631.65,2026-08-09 20:48:01.705030,UPI,WITHDRAWAL,CREDIT
BANK,UTR_35ce8841-4973-4d6c-8dca-bfb7001a9a8b,ORD_48,CUS_13,MER_71,515.38,2026-08-15 03:37:13.579261,UPI,PAYMENT,CREDIT
BANK,UTR_7118e364-7709-4749-927e-ecfaa79ac9aa,ORD_50,CUS_52,MER_28,9025.4,2026-08-17 18:11:31.007890,CARD,WITHDRAWAL,CREDIT
BANK,UTR_82dc4c8e-36b5-429a-acf5-e81e71316269,ORD_51,CUS_50,MER_1,2659.38,2026-08-17 22:10:35.066767,WALLET,TRANSFER,CREDIT
BANK,UTR_f5b78cc7-e6b3-4944-8b32-3e357922bac2,ORD_52,CUS_90,MER_55,9573.6,2026-08-13 02:20:28.223760,WALLET,REFUND,CREDIT
BANK,UTR_a8aa7158-2b70-4525-bc67-f831cbc84759,ORD_53,CUS_38,MER_25,2151.83,2026-08-14 20:32:12.514751,UPI,DEPOSIT,CREDIT
BANK,UTR_a9f25336-83f4-49a9-88a6-39d015b52908,ORD_54,CUS_70,MER_95,618.97,2026-09-03 21:52:14.691351,NET_BANKING,PAYMENT,CREDIT
BANK,UTR_17e8392a-55ce-45db-9e87-e04ca2086977,ORD_55,CUS_75,MER_7,4773.12,2026-08-26 06:44:53.718559,CARD,PAYMENT,CREDIT
BANK,UTR_3c20592f-c04a-46c4-b3b6-3fe1d1843324,ORD_56,CUS_11,MER_66,8514.91,2026-08-25 02:32:13.566689,UPI,DEPOSIT,CREDIT
BANK,UTR_ce7ae7f6-3982-4cff-8f77-a665ac3c5640,ORD_57,CUS_87,MER_9,8619.57,2026-08-11 22:44:57.376129,WALLET,PAYMENT,CREDIT
BANK,UTR_0bd4a990-0640-4e0f-a5b8-fd4b32fa2de8,ORD_58,CUS_32,MER_73,5793.4,2026-08-28 16:38:02.660287,UPI,DEPOSIT,CREDIT
BANK,UTR_9c7c7377-79a2-4903-bbe3-3b243eae0032,ORD_59,CUS_54,MER_11,6577.16,2026-08-11 17:19:45.263831,NET_BANKING,TRANSFER,CREDIT
BANK,UTR_74962764-12a4-4ef0-84bb-b7a9d98868dd,ORD_60,CUS_86,MER_27,7164.76,2026-08-18 05:13:14.505036,CARD,TRANSFER,CREDIT
